,Unnamed: 0,title,publishers,identifiers,description,covers,last_modified,latest_revision,key,authors,ocaid,publish_places,languages,pagination,classifications,source_records,notes,number_of_pages,isbn_13,created,edition_name,publish_date,oclc_numbers,works,type,revision,ia_box_id,publish_country,by_statement,series,subjects,isbn,ISBN,url,req_title
49,52,The Hobbit or There and Back Again,['Ballantine Books'],"{'amazon': ['0345339681'], 'goodreads': ['50787533'], 'librarything': ['3206242']}","{'type': '/type/text', 'value': 'Bilbo Baggins was a hobbit who wanted to be left alone in quiet comfort. But the wizard Gandalf came along with a band of homeless dwarves. Soon Bilbo was drawn into their quest, facing evil orcs, savage wolves, giant spiders, and worse unknown dangers. Finally, it was Bilbo–alone and unaided–who had to confront the great dragon Smaug, the terror of an entire countryside…\r\n\r\n--back cover'}",[8406787],"{'type': '/type/datetime', 'value': '2020-10-04T15:15:59.492989'}",17,/books/OL5526619M,[{'key': '/authors/OL26320A'}],hobbitortherebactolk,"['New York, USA']",[{'key': '/languages/eng'}],287 p.,{},"['marc:marc_records_scriblio_net/part06.dat:1853388:685', 'ia:hobbitortherebactolk', 'marc:marc_evangelical_seminary/Evangelical_Seminary_20200728.mrc:38505727:678', 'bwb:9780345339683', 'marc:marc_loc_2016/BooksAll.2016.part06.utf8:83611203:667']",,287.0,['9780345339683'],"{'type': '/type/datetime', 'value': '2008-04-01T03:28:50.625462'}","Authorized, Revised edition, 17th printing",1986-07,['1114276785'],[{'key': '/works/OL262758W'}],{'key': '/type/edition'},17,['IA119417'],nyu,by J. R. R. Tolkien.,,"['Middle Earth (Imaginary place) -- Fiction', 'Baggins, Bilbo (Fictitious character) -- Fiction']",0345339681,0345339681,http://images.amazon.com/images/P/0345339681.01.LZZZZZZZ.jpg,The Hobbit : The Enchanting Prelude to The Lord of the Rings
50,53,The hundred secret senses,['Ivy Books'],,"{'type': '/type/text', 'value': ""Chinese-American Olivia Laguni's life is changed by her nemesis and half-sister , Kwan Li, whose haunting predictions and implementation of the secret senses link their family's struggles to the challenges of their ancestors.""}",[6930131],"{'type': '/type/datetime', 'value': '2019-07-22T14:00:51.625905'}",5,/books/OL24936928M,[{'key': '/authors/OL220796A'}],hundredsecretsenatana00tana,['New York'],[{'key': '/languages/eng'}],406 p. ;,,['ia:hundredsecretsenatana00tana'],,406.0,['9780804111096'],"{'type': '/type/datetime', 'value': '2011-08-08T04:37:07.016201'}",1st Ballantine books domestic ed.,1996,['36007348'],[{'key': '/works/OL16034908W'}],{'key': '/type/edition'},5,['IA123924'],nyu,Amy Tan,,"['Sisters', 'Chinese American women', 'Fiction']",080411109X,080411109X,http://images.amazon.com/images/P/080411109X.01.LZZZZZZZ.jpg,The Hundred Secret Senses
51,54,The idiot girls' action adventure club,['Villard Books'],,"{'type': '/type/text', 'value': 'Introducing Laurie Notaro, the leader of the Idiot Girls\' Action-Adventure Club. Every day she fearlessly rises from bed to defeat the evil machinations of dolts, dimwits, and creepy boyfriends--and that\'s before she even puts on a bra. For ten years, Notaro has been entertaining Phoenix newspaper readers with her amusing autobiographical exploits and unique life experiences. She writes about a world of hourly-wage jobs that require no skills, a mother who hands down judgments more forcefully than anyone seated on the Supreme Court, horrific high school reunions, and hangovers that leave her surprised that she woke up in the first place. The misadventures of Laurie and her fellow Idiot Girls (""too cool to be in the Smart Group"") unfold in a world that everyone will recognize but no one has ever described so hilariously. She delivers the goods: life as we all know it.--From publisher description.'}",[6818479],"{'type': '/type/datetime', 'value': '2020-12-05T17:29:43.778453'}",7,/books/OL24764641M,[{'key': '/authors/OL1436982A'}],idiotgirlsaction00nota,['New York'],[{'key': '/languages/eng'}],225 p. ;,,"['ia:idiotgirlsaction00nota', 'marc:marc_openlibraries_sanfranciscopubliclibrary/sfpl_chq_2018_12_24_run03.mrc:93416492:1857', 'bwb:9780375760914', 'marc:marc_loc_2016/BooksAll.2016.part29.utf8:207871706:1043']","{'type': '/type/text', 'value': '""True tales from a magnificent and clumsy life""--Cover.'}",225.0,['9780375760914'],"{'type': '/type/datetime', 'value': '2011-07-13T15:30:39.585204'}",1st ed.,2002,['49925781'],[{'key': '/works/OL15855611W'}],{'key': '/type/edition'},7,['IA135103'],nyu,Laurie Notaro,,"['Young women', 'Humor', 'American Humorists', 'Biography']",0375760911,0375760911,http://images.amazon.com/images/P/0375760911.01.LZZZZZZZ.jpg,The Idiot Girls' Action Adventure Club
52,55,The jester,"['Little, Brown']","{'librarything': ['72478'], 'goodreads': ['1622983']}","Arriving home from the Crusades, Hugh DeLuc discovers his wife has been abducted. Hugh, taking on the role of a jester, is able to infiltrate the enemy's castle where he believes his wife is being held captive. And when a man is fighting for freedom - for his wife, and for everything he holds dear - he will prove a formidable opponent.","[7004042, 6635211, 189355]","{'type': '/type/datetime', 'value': '2021-02-18T06:53:34.972872'}",20,/books/OL3570067M,[{'key': '/authors/OL6812710A'}],jesternovel00patt,['Boston'],[{'key': '/languages/eng'}],457 p. ;,{},"['marc:marc_records_scriblio_net/part14.dat:38776212:918', 'marc:marc_loc_updates/v37.i14.records.utf8:3051452:925', 'marc:CollingswoodLibraryMarcDump10-27-2008/Collingswood.out:31029718:2362', 'ia:jesternovel00patt', 'ia:jester00pattgross', 'marc:marc_loc_2016/BooksAll.2016.part29.utf8:209381875:925', 'ia:jesternovel0000patt_t3s7']",,457.0,['9780316602051'],"{'type': '/type/datetime', 'value': '2008-04-01T03:28:50.625462'}",1st ed.,2003,,[{'key': '/works/OL167161W'}],{'key': '/type/edition'},20,['IA127109'],mau,by James Patterson and Andrew Gross.,,"['Fools and jesters -- Fiction', 'Kidnapping -- Fiction', 'Nobility -- Fiction', 'Crusades -- Fiction', 'Relics -- Fiction', 'France -- History -- Medieval period, 987-1515 -- Fiction']",0316602051,0316602051,http://images.amazon.com/images/P/0316602051.01.LZZZZZZZ.jpg,The Jester
53,56,The kitchen god's wife,['Ivy Books'],,"{'type': '/type/text', 'value': ""Winnie and Helen have kept each other's worst secrets for more than fifty years. Now, because she believes she is dying, Helen wants to expose everything. And Winnie angrily determines that she must be the one to tell her daughter, Pearl, about the past--including the terrible truth even Helen does not know. And so begins Winnie's story of her life on a small island outside Shanghai in the 1920s, and other places in China during World War II, and traces the happy and desperate events that led to Winnie's coming to America in 1949.""}",[6786333],"{'type': '/type/datetime', 'value': '2019-07-22T13:16:21.910826'}",4,/books/OL24732827M,[{'key': '/authors/OL220796A'}],kitchengodswife01992tana,['New York'],[{'key': '/languages/eng'}],532 p. ;,,['ia:kitchengodswife01992tana'],"{'type': '/type/text', 'value': 'Originally published: New York : Putnam, c1991.'}",532.0,"['9780804107532', '9780606011778']","{'type': '/type/datetime', 'value': '2011-07-01T18:12:46.930651'}",1st U.S. Ballantine Books ed.,1992,['25835943'],[{'key': '/works/OL15821869W'}],{'key': '/type/edition'},4,['IA119813'],nyu,Amy Tan,,"['Chinese fiction', 'Family', 'Fiction']",080410753X,080410753X,http://images.amazon.com/images/P/080410753X.01.LZZZZZZZ.jpg,The Kitchen God's Wife
54,57,The last time they met,"['Little, Brown']",,"{'type': '/type/text', 'value': ""A man and a woman sustain a life-long passionate relationship even though they have been together only three times. At a literary festival in Toronto, Linda Fallon encounters the man who was once at the center of her life: Thomas Janes, the famous poet. Since last seeing him, she has married, given birth, and been widowed. Thomas's appearance rocks Linda, raises questions she had long abandoned, and inspires new dreams.""}",[6821144],"{'type': '/type/datetime', 'value': '2019-07-22T14:10:26.144681'}",5,/books/OL24767297M,[{'key': '/authors/OL29845A'}],lasttimetheymetnshr00shre,['Boston'],[{'key': '/languages/eng'}],313 p. ;,,"['ia:lasttimetheymetnshr00shre', 'ia:lasttimetheymetn00shrex']",,313.0,['9780316781145'],"{'type': '/type/datetime', 'value': '2011-07-14T02:05:53.389686'}",1st ed.,2001,['45387456'],[{'key': '/works/OL15858425W'}],{'key': '/type/edition'},5,['IA127010'],mau,Anita Shreve,,"['Poets', 'Psychological fiction', 'Adultery', 'Women poets', 'Married people', 'Forgiveness', 'Fiction']",0316781142,0316781142,http://images.amazon.com/images/P/0316781142.01.LZZZZZZZ.jpg,The Last Time They Met : A Novel
55,58,The Phantom Tollbooth,['Bullseye Books/Alfred A. Knopf'],{'goodreads': ['46011367']},"For Milo, everything’s a bore. When a tollbooth mysteriously appears in his room, he drives through only because he’s got nothing better to do. But on the other side, things seem different. Milo visits the Island of Conclusions (you get there by jumping), learns about time from a ticking watchdog named Tock, and even embarks on a quest to rescue Rhyme and Reason! Somewhere along the way, Milo realizes something astonishing. Life is far from dull. In fact, it’s exciting beyond his wildest dreams!
--back cover","[8578165, 8231860, -1]","{'type': '/type/datetime', 'value': '2020-12-06T10:22:51.543753'}",22,/books/OL21383739M,[{'key': '/authors/OL182115A'}],phantomtollbooth00just,"['New York, USA']",[{'key': '/languages/eng'}],,{},"['ia:phantomtollbooth00just', 'bwb:9780394820378']",US/CAN,,['9780394820378'],"{'type': '/type/datetime', 'value': '2008-11-02T10:16:24.172849'}",1st Bullseye Books edition (16),1989,,[{'key': '/works/OL1636262W'}],{'key': '/type/edition'},22,['IA100402'],,,,['Fantasy.'],0394820371,0394820371,http://images.amazon.com/images/P/0394820371.01.LZZZZZZZ.jpg,The Phantom Tollbooth
56,59,The  secret life of bees,['Penguin'],"{'goodreads': ['37435'], 'librarything': ['3045']}","Now in paperback comes the intoxicating debut novel of ""one motherless daughter's discover of ... the strange and wondrous places we find love"" (""The Washington Post""). Sue Monk Kidd's ravishing work is set in South Carolina in 1964.","[8066208, 6425994]","{'type': '/type/datetime', 'value': '2021-03-28T01:03:59.531886'}",27,/books/OL14444750M,[{'key': '/authors/OL448584A'}],secretlifeofbees00kiddrich,['New York'],[{'key': '/languages/eng'}],"xii, 302, 15 p. ;",{},"['marc:marc_oregon_summit_records/catalog_files/pcc_bibs.mrc_rev.mrc:142990911:1352', 'marc:marc_ithaca_college/ic_marc.mrc:194660590:852', 'ia:secretlifeofbees00kiddrich', 'ia:secretlifeofbees00kidd', 'ia:secretlifeofbees00kidd_0', 'marc:marc_openlibraries_phillipsacademy/PANO_FOR_IA_05072019.mrc:4605013:2868', 'marc:marc_openlibraries_sanfranciscopubliclibrary/sfpl_chq_2018_12_24_run02.mrc:235412767:11370', 'marc:marc_marygrove/marygrovecollegelibrary.full.D20191108.T213022.internetarchive2nd_REPACK.mrc:151063160:5740', 'ia:secretlifeofbees0000kidd', 'marc:marc_claremont_school_theology/CSTMARC2_barcode.mrc:19789235:5672', 'ia:secretlifeofbees0000kidd_q1n9', 'bwb:9780142001745', 'marc:marc_claremont_school_theology/CSTMARC2_multibarcode.mrc:19798002:5672', 'ia:secretlifeofbees0000kidd_f0f7']","Includes ""A Penguin readers guide to The secret life of bees.""",302.0,['9780142001745'],"{'type': '/type/datetime', 'value': '2008-09-12T17:01:08.654705'}",,2003,['51587770'],[{'key': '/works/OL2941508W'}],{'key': '/type/edition'},27,['IA178401'],nyu,Sue Monk Kidd.,,"['Teenage girls -- Fiction', 'African American women -- Fiction', 'Maternal deprivation -- Fiction', 'Race relations -- Fiction', 'Beekeepers -- Fiction', 'Sisters -- Fiction', 'South Carolina -- Fiction']",0142001740,0142001740,http://images.amazon.com/images/P/0142001740.01.LZZZZZZZ.jpg,The Secret Life of Bees
57,60,The Shipping News,['Simon & Schuster'],"{'goodreads': ['7354', '44090770'], 'librarything': ['3049'], 'google': ['AAxaAAAAYAAJ']}","{'type': '/type/text', 'value': 'When Quoyle\'s two-timing wife meets her just deserts, he retreats with his two daughters to his ancestral home on the starkly beautiful Newfoundland coast, where a rich cast of local characters and family members all play a part in Quoyle\'s struggle to reclaim his life. As Quoyle confronts his private demons -- and the unpredictable forces of nature and society -- he begins to see the possibility of love without pain or misery.\r\n\r\nA vigorous, darkly comic, and at times magical portrait of the contemporary North American family, ""The Shipping News"" shows why Annie Proulx is recognized as one of the most gifted and original writers in America today.\r\n\r\n(back cover)'}",[11143988],"{'type': '/type/datetime', 'value': '2021-05-22T09:25:01.194110'}",6,/books/OL17058949M,[{'key': '/authors/OL26736A'}],shippingnew00prou,['New York'],[{'key': '/languages/eng'}],337 p. ;,{},,,337.0,['9780743225427'],"{'type': '/type/datetime', 'value': '2008-09-27T07:41:53.622731'}",1st Scribner Paperback Fiction ed (1); Movie tie-in,2001,['749565323'],[{'key': '/works/OL456089W'}],{'key': '/type/edition'},6,,nyu,Annie Proulx,,['Newfoundland and Labrador -- Fiction'],0671510053,0671510053,http://images.amazon.com/images/P/0671510053.01.LZZZZZZZ.jpg,SHIPPING NEWS
58,61,The Talisman,['Ballantine Books'],"{'paperback_swap': ['0345444884'], 'google': ['pCz7XlZaESwC'], 'goodreads': ['44563210'], 'librarything': ['6057']}","On a brisk autumn day, a thirteen-year-old boy stands on the shores of the gray Atlantic, near a silent amusement park and a fading ocean resort called the Alhambra. The past has driven Jack Sawyer here: His father is gone, his mother is dying, and the world no longer makes sense. But for Jack everything is about to change. For he has been chosen to make a journey back across America–-and into another realm.

One of the most influential and heralded works of fantasy ever written, <i>The Talisman </i>is an extraordinary novel of loyalty, awakening, terror, and mystery. Jack Sawyer, on a desperate quest to save his mother’s life, must search for a prize across an epic landscape of innocents and monsters, of incredible dangers and even more incredible truths. The prize is essential, but the journey means even more. <i>Let the quest begin</i>. . . .
(back cover)","[8457067, 8284367]","{'type': '/type/datetime', 'value': '2019-08-20T08:13:52.037268'}",17,/books/OL9527447M,"[{'key': '/authors/OL2162284A'}, {'key': '/authors/OL32650A'}]",talisman00step,"['New York, USA']",[{'key': '/languages/eng'}],,{},,US/CAN,768.0,['9780345444882'],"{'type': '/type/datetime', 'value': '2008-04-30T09:38:13.731961'}",First Ballantine Books edition (7),2001 08,['1022893722'],[{'key': '/works/OL15119769W'}],{'key': '/type/edition'},17,,,,,"['Horror - General', 'Fiction', 'Fiction - Horror', 'Fiction / Horror']",0345444884,0345444884,http://images.amazon.com/images/P/0345444884.01.LZZZZZZZ.jpg,The Talisman
59,62,The Tao of Pooh,['Penguin Books'],"{'paperback_swap': ['0140067477'], 'amazon': ['0140067477'], 'google': ['lpeeDgAAQBAJ'], 'goodreads': ['10356980'], 'librarything': ['6058']}","{'type': '/type/text', 'value': ""The how of Pooh? The Tao of who? The Tao of Pooh!...in whidh it is revealed that one of the world's great Taoist masters isn't Chinese...or a venerable philosopher...but is in fact none other than that effortlessly calm, still, reflective bear, A.A. Milne's Winnie-the-Pooh!\r\n--back cover""}",[8741322],"{'type': '/type/datetime', 'value': '2020-10-21T19:13:22.515311'}",16,/books/OL3504254M,[{'key': '/authors/OL712261A'}],taoofpooh00hoff,"['New York, N.Y., USA']",[{'key': '/languages/eng'}],"xii, 158 p. :",{},"['marc:marc_records_scriblio_net/part15.dat:222525248:1068', 'marc:marc_ithaca_college/ic_marc.mrc:149673358:1025', 'ia:taoofpooh00hoff', 'marc:marc_openlibraries_sanfranciscopubliclibrary/sfpl_chq_2018_12_24_run02.mrc:50479059:1921', 'marc:marc_loc_2016/BooksAll.2016.part14.utf8:42469400:1069']","Originally published: New York : Dutton, c1982.",158.0,,"{'type': '/type/datetime', 'value': '2008-04-01T03:28:50.625462'}",,1983,,[{'key': '/works/OL3913006W'}],{'key': '/type/edition'},16,['IA111809'],nyu,Benjamin Hoff ; illustrated by Ernest H. Shepard.,,"['Milne, A. A. 1882-1956 -- Characters -- Winnie the Pooh', 'Milne, A. A. 1882-1956 -- Religion', 'Children -- Books and reading -- Great Britain -- History -- 20th century', ""Children's stories, English -- History and criticism"", 'Winnie-the-Pooh (Fictitious character)', 'Teddy bears in literature', 'Taoism in literature', 'Taoism']",0140067477,0140067477,http://images.amazon.com/images/P/0140067477.01.LZZZZZZZ.jpg,The Tao of Pooh
60,63,To the nines,"[""St. Martin's Press""]",,"{'type': '/type/text', 'value': ""Pursuing a skip, Stephanie travels to Las Vegas, where she meets up with Sally Sweet, Joe Morelli, and Ranger, and works to outmaneuver a trio of mobsters who are determined to prevent Stephanie's return home.""}",[6808635],"{'type': '/type/datetime', 'value': '2020-12-08T01:21:00.324299'}",11,/books/OL24754881M,[{'key': '/authors/OL21225A'}],toninese00evan,['New York'],[{'key': '/languages/eng'}],312 p. ;,,"['ia:toninese00evan', 'ia:tonines00evan_0', 'ia:tonines00evan', 'ia:tothenines00evan', 'ia:tonines00evanrich', 'marc:marc_openlibraries_sanfranciscopubliclibrary/sfpl_chq_2018_12_24_run03.mrc:27431050:2310', 'marc:marc_loc_2016/BooksAll.2016.part30.utf8:187670927:1067']",,312.0,['9780312265861'],"{'type': '/type/datetime', 'value': '2011-07-09T17:37:56.250248'}",1st ed.,2003,['51766254'],[{'key': '/works/OL48060W'}],{'key': '/type/edition'},11,['IA179501'],nyu,by Janet Evanovich,,"['Bounty hunters', 'Stephanie Plum (Fictitious character)', 'Fiction']",0312265867,0312265867,http://images.amazon.com/images/P/0312265867.01.LZZZZZZZ.jpg,To the Nines: A Stephanie Plum Novel
61,64,Void moon,['Warner Books'],,"{'type': '/type/text', 'value': 'A novel about a casino robbery in Las Vegas carried out by professional thief, Cassie Black. The perfect heist goes very wrong and suddenly Cassie is on the run. Cassie Black is out after doing six years in prison, but she still has ""outlaw juice"" flowing through her veins. Now Cassie is returning to her old profession, taking down a money man in Vegas. But the perfect heist goes very wrong, and suddenly Cassie is on the run -- with a near-psychotic Vegas ""fixer"" killing everyone who knew about the job.'}",[8019862],"{'type': '/type/datetime', 'value': '2020-09-20T23:15:41.445960'}",3,/books/OL26339055M,[{'key': '/authors/OL18979A'}],isbn_9780446609142,['New York'],[{'key': '/languages/eng'}],"450, 20 pages ;",,"['ia:isbn_9780446609142', 'bwb:9780446609142', 'marc:marc_loc_2016/BooksAll.2016.part42.utf8:15978504:1260']","{'type': '/type/text', 'value': 'With a bonus excerpt from: A darkness more than night.'}",450.0,['9780446609142'],"{'type': '/type/datetime', 'value': '2017-06-24T14:44:33.112751'}",Warner Books ed.,2000,['45660982'],[{'key': '/works/OL17739953W'}],{'key': '/type/edition'},3,,nyu,Michael Connelly,,"['Thieves', 'Antiheroes', 'Fiction']",0446609145,0446609145,http://images.amazon.com/images/P/0446609145.01.LZZZZZZZ.jpg,Void Moon
62,65,Wanderlust,['Dell Pub.'],,"{'type': '/type/text', 'value': ""From San Francisco to the Great Wall of China in the 1930's ... from North Africa to London during the Blitz.""}",[8666430],"{'type': '/type/datetime', 'value': '2019-10-11T22:49:21.233247'}",2,/books/OL27047515M,[{'key': '/authors/OL24452A'}],isbn_0440193613,['New York'],[{'key': '/languages/eng'}],506 pages,,['ia:isbn_0440193613'],"{'type': '/type/text', 'value': '""A Dell book.""'}",506.0,['9780440193616'],"{'type': '/type/datetime', 'value': '2019-07-01T17:48:41.208810'}",,1987,['16147281'],[{'key': '/works/OL19859754W'}],{'key': '/type/edition'},2,,nyu,Danielle Steel,,['English fiction'],0440193613,0440193613,http://images.amazon.com/images/P/0440193613.01.LZZZZZZZ.jpg,Wanderlust
63,66,Wish you well,"['Pan', 'Time Warner']","{'goodreads': ['87740'], 'librarything': ['49758']}","{'type': '/type/text', 'value': 'Tragedy strikes the Cardinal family when their car is involved in an accident. 12-year-old Lou and 7-year-old Oz survive, but their father is killed and their mother is left in a coma. It is left to their great grandmother to bring them up.'}",,"{'type': '/type/datetime', 'value': '2010-08-19T09:28:46.010665'}",4,/books/OL22821340M,[{'key': '/authors/OL28165A'}],,"['London', 'New York']",[{'key': '/languages/eng'}],,,['marc:talis_openlibrary_contribution/talis-openlibrary-contribution.mrc:1106018838:1022'],"{'type': '/type/text', 'value': 'Originally published: New York: Warner, 2000; London: Simon & Schuster, 2001.'}",,,"{'type': '/type/datetime', 'value': '2009-01-04T07:18:54.112599'}",,2001,,[{'key': '/works/OL41260W'}],{'key': '/type/edition'},4,,enk,David Baldacci.,,"['Traffic accident victims -- Fiction', 'Farm life -- Virginia -- Fiction', 'Natural gas reserves -- Virginia -- Fiction', 'Virginia -- Social life and customs -- Fiction']",0446610100,0446610100,http://images.amazon.com/images/P/0446610100.01.LZZZZZZZ.jpg,Wish You Well
64,67,Wuthering Heights,['Bantam Books'],"{'google': ['L8AARAAACAAJ'], 'amazon.de_asin': ['0553211412'], 'goodreads': ['1573214'], 'amazon.it_asin': ['0553211412']}","<i>""My great thought in living is Heathcliff. If all else perished, and HE remained, I should still continue to be... Nelly, I AM Heathcliff! He's always, always in my mind: not as a pleasure... but as my own being.""</i>

Wuthering Heights is the only novel of Emily Brontë, who died a year after its publication at the age of thirty. A brooding Yorkshire tale of love that is stronger than death, it is also a fierce vision of metaphysical passion, in which heaven and hell, nature and society, and dynamic and passive forces are powerfully juxtaposed. Unique, mystical, with a timeless appeal, it has become a classic of English literature.
(back cover)","[8484821, 8259341]","{'type': '/type/datetime', 'value': '2021-05-13T19:17:46.365883'}",9,/books/OL26336753M,[{'key': '/authors/OL4327048A'}],isbn_0553211412,"['Toronto, Canada']",[{'key': '/languages/eng'}],315 pages ;,{},['ia:isbn_0553211412'],US/CAN edition,315.0,['9780553211412'],"{'type': '/type/datetime', 'value': '2017-06-24T11:39:33.074701'}",6th printing (9),1983-11,['34665817'],[{'key': '/works/OL21177W'}],{'key': '/type/edition'},9,,onc,by Emily Bronte.,['Bantam classic'],"['Social life and customs', 'Manners and customs', 'Man-woman relationships', 'Fiction']",0553211412,0553211412,http://images.amazon.com/images/P/0553211412.01.LZZZZZZZ.jpg,Wuthering Heights
